Z0,Z1,W0,W1,W2,W3,W4,v0,y
0.0,0.5089200660498203,-0.8310442967593104,0.5700838581686104,0.9625527252016661,-1.1246304193466494,0.5365498659290726,1,9.57392154636388
0.0,0.535595673853481,-0.5502089606318372,-0.3989748966730322,3.557885511184282,-0.12459825460467933,1.1570165163827075,1,19.23829110763861
0.0,0.00994944574213752,-0.28328942257212847,-2.09583670138832,0.16322549476447262,-2.2534935065858943,1.0694617115745135,2,-3.8338360572619856
0.0,0.6242033790885607,1.5379940190953434,0.8746967140721353,-1.610875455922363,-0.3831846356439206,2.2186066650466616,1,15.340011277801837
1.0,0.5264574513485839,0.0708219384769562,1.492605876662949,-0.4382689979238312,-0.5277217004202682,0.002872850912492897,1,8.90430858657451
0.0,0.5784049677097224,0.19629102258404582,2.0723175750941727,-1.2521953284775804,-2.687898317989226,-0.7465602965656992,2,-9.300358553625436
0.0,0.4124771906522231,1.0413952041000831,0.6859525563240342,-0.13366207666273994,1.0680180451375327,1.3634356731736723,1,18.46104546904441
1.0,0.7098061479655577,0.1299641978380586,2.4025835272659184,-0.27880065298454426,-0.7798298311775322,-0.05919623877219582,1,9.142475298350096
0.0,0.8499184607889544,-1.7898191263865013,0.3846627718238394,0.4564615412047763,0.38433088379146985,-0.9978689705131085,1,5.678170595518326
0.0,0.2940268402522216,1.3228634017381748,-0.41135581346942796,0.2590043132944799,-0.6043853395763276,-0.22503545782433076,2,1.0707419051719695
1.0,0.7313037434810464,0.7878030489419998,-0.9189068652324228,0.8220272352095391,-1.3835083220480584,0.843225304764029,1,11.959746159217998
0.0,0.2448840902503976,0.6975736355614952,-0.5974300419190803,-0.06364076605052582,0.2248281845100466,0.6888451766558431,1,13.33671356562466
0.0,0.8805321347886034,0.49230415623569684,1.0256133020593812,0.8117047079663201,-0.8301492677903947,0.891392392166675,1,13.912301460685905
0.0,0.8143975748262793,-0.5304996345514728,-0.2436459598661863,1.5612008306002085,0.5236146578254306,-0.9759192163638184,1,10.740883789340977
0.0,0.9298123306903932,-0.10110407023982815,-0.7335693266904857,0.4135134230517624,1.7996429629141635,0.7679832637136502,1,16.49008943735242
1.0,0.49056758333594497,0.3839263806191852,0.45698357553259555,-1.2950003442060902,-0.6746710911257314,0.6462575473410532,1,8.436300149302928
1.0,0.7626670516608118,-0.4860489793814041,-0.3145638550566605,0.6167110544293096,0.3556826191176854,1.1916331816420027,1,14.188353313191492
1.0,0.6779238636139444,-1.4405927941316097,2.398714292776348,-0.5915029898715156,-0.8339264825240394,0.6804405240190318,1,7.049897879096729
0.0,0.2583363625525602,0.5331947121598478,0.5168692209112246,2.531379060312765,-0.806110766198729,0.7382109275714608,1,17.110043217830356
1.0,0.713876648394172,-0.7960317437444648,-1.5902715875785263,2.5639661338542865,0.2262493045615569,-1.5911122393874542,1,9.19585368206586
1.0,0.23693607175358689,0.5154796108813849,0.46519832009825013,-0.5170587544695112,-0.6362806672667844,2.5543630620384303,1,15.661076276620987
1.0,0.782490240577294,-1.0684836864927445,0.28569321879671017,1.7772279063834568,-0.19570424114783685,2.0632292296795836,1,16.952186413291766
0.0,0.780594708322284,-0.9059138687677322,1.724364468195466,-1.1998562833910518,-1.9346288605664295,0.3200117639922009,1,2.892248770227731
0.0,0.4147807145542052,-1.5120570111776876,-0.27829762041578,-0.20929730654591128,-0.9617603342505099,0.47632245907051163,2,-4.721956096689281
0.0,0.3071542874076518,0.2651593938713833,-0.33037925018308967,1.472619640633378,0.44157785209034395,1.083594524958265,1,17.530586261159698
0.0,0.8893280348219548,-0.006621249048190725,-0.8884287126011112,-0.14034464907048433,-0.8253952019563893,0.3468184743046858,1,8.156352040591058
0.0,0.23118360714739594,1.0864151194168798,2.157022631985126,0.25614023179502193,-0.84901142790112,1.6948080731574189,1,16.750010174312372
1.0,0.48171020800793063,-0.3000105412022585,0.9879977987000202,-0.8795131227411019,-0.09314425205332955,-0.7217919568739959,1,5.883687726082912
0.0,0.690858280464989,-0.6984830183915397,0.7955949469392782,0.043242118027917095,0.20673129716394945,0.28994876849611795,1,10.364509839304205
1.0,0.6973328439492048,-0.07479772760361021,-0.835081154769284,0.6690631399255443,-1.1550796495223339,-0.4299858145230071,1,6.96496004453255
1.0,0.6714867763164273,0.7191171494724041,0.6629239221314187,-0.6404328502405424,-0.6954231714898993,-0.025205174984845313,1,8.827293878295352
1.0,0.6090177909911905,-0.41404972363069514,1.5148111373695374,1.0078015925175043,1.1166196911253221,-0.5318324865351503,1,13.423646662912844
1.0,0.23504037678284673,-0.09053074410664365,-0.6013381833734444,-1.77595163589372,-0.32215449702956717,1.510760211047097,1,8.906102730089902
1.0,0.8486578500495386,1.0320113496000245,1.434519545783615,2.0261119097901044,-0.6911316168284253,1.0543869078354475,1,18.70141528443461
0.0,0.9424813126261865,-0.9223003954248874,1.6846029724820029,1.0570128988071876,1.3863728463845917,0.7651996744383602,1,16.677906815942553
0.0,0.546800436395989,-1.6408972074621657,1.2599316724208387,-0.3431119545575109,-0.4368141733977129,0.995186096369584,1,8.277599001486344
0.0,0.2811084239675481,0.28149038842585467,-0.025961514106356942,0.6230481323511359,-0.6068027381334687,0.6861764400350789,1,12.384078133118074
0.0,0.8044719778786448,0.2710952530063486,-0.8186553680267235,3.4465805830974183,0.13118616363295554,-0.4981006290021446,1,16.589123873103404
0.0,0.08375494733802646,0.8322750089747921,2.796136941598308,-0.24968691809545684,0.8883151488001471,2.3368301369811224,1,21.243785317547818
0.0,0.744315072137671,-1.2945321829833512,1.42694648492837,1.1509525588926615,-1.9424516848737305,-1.7465107212125663,1,1.4599313797626525
1.0,0.4771452413900713,-0.3781615557322566,-0.4278921649777112,1.3080741144857786,0.8653948933112539,-1.6566407823363196,1,9.334827308039285
0.0,0.7702498358916426,-0.6945109548054439,0.6130280583407127,0.1775868696168036,1.4945261393268026,0.8297188172100909,1,15.00362234450834
1.0,0.968173488616261,-1.0872791766386967,1.4750168226766198,0.6564470204360127,-0.4046612125863813,1.6306960730037958,1,13.52636553871349
0.0,0.9771004148360063,0.9290654144351217,-0.004518190083135809,-0.24523570463886923,-0.7760805175559503,1.2562997881286846,1,12.991557390501209
1.0,0.6343180466088626,1.0450345836389248,0.4205627005748609,2.1594505090864855,0.5273054327677928,-0.36978735130485685,1,17.388785176941937
1.0,0.040604061930021085,-0.8629976933559069,-0.5620324948990851,0.7036325253388901,0.4834792806135053,-2.2872820438474903,1,4.326960493461722
0.0,0.4418499216412156,0.7152086775160055,-0.2836032241627988,1.260861713807968,-1.0190109010302435,0.9377931233538396,1,14.256478124863051
0.0,0.8059964592885515,1.5498142605262872,0.6899532948651025,0.2846665470140878,-0.6527851468629575,0.8453781563823747,1,15.047493445948962
0.0,0.13252345759226059,0.7570250626501535,0.9111427714732093,0.26644203318713655,-2.0164795679550096,0.9587857806691743,1,10.65804015513643
0.0,0.9276104916145452,0.3669818239021223,0.6517981083386511,0.31652931493958525,-0.2889979600886697,3.1552304764520085,1,19.716501362633064
0.0,0.7992003010510438,0.9679251431572691,1.3821717883587388,-0.48907956947525066,-0.5541023929517556,2.462384133648966,1,17.155082053605774
0.0,0.37537966025987624,0.9863132719434299,1.0496277079866836,-0.8771787630135806,-1.8951381285438869,1.0103449888425686,2,-0.9018246880557007
0.0,0.6424043800460952,1.3609735740498354,-0.4264930794529489,0.478105699040686,0.12953786208262918,2.1978616379920974,1,19.859295221603308
1.0,0.7905403991976819,1.5269648570251055,1.2090449418933142,1.392023302189633,-0.1890987837915299,2.1037617960729458,1,22.222530169206607
0.0,0.06113675652422057,-1.227837305506921,-0.05357162013279315,0.37526144690293234,-0.26100427125543385,-0.45345312434417995,2,-3.6180069903150187
0.0,0.06991207300799207,-0.8711958694789154,0.6627055144263253,0.07649022074752232,-0.1318287578983266,0.47875397957604343,1,9.742017328298951
0.0,0.004638199980955715,0.7149889409248041,1.9952004027965282,-0.055883456915127916,-0.14928107556976355,2.4516045498209325,1,18.861526436840435
0.0,0.04031777404427017,-0.17332059910410424,1.5607805332131233,0.2594451988304999,-0.8961490112880881,0.9099122639698165,1,11.547001187032043
0.0,0.1269822108480767,-0.8050729352797279,1.4273885690473378,-1.1954398607570529,-1.0418303769103177,-0.6627171289037288,2,-7.632553291043213
1.0,0.8729436767012396,0.269960912197922,1.9054977953264909,-0.17590295057523408,0.6768416523757852,0.04978451676292717,1,13.030310508538788
0.0,0.15997377487878095,-1.1657635511744047,1.6481660973423484,0.48044998900022606,-1.5337477021354509,-0.2785621404876715,1,5.289115569623462
0.0,0.09469397345724417,-0.8752702423177414,0.9903353717662164,2.057150123459442,-1.314011768121302,1.841339920668591,1,15.212289511655591
0.0,0.8165538644891417,0.15912401532497908,1.4160706854697835,0.5115849238765184,0.5473288176210316,2.8381765338386504,1,21.23388018857398
1.0,0.05231124293184397,-0.20675133997881992,1.3743370671528017,-0.2861987310121417,-0.6482387454224672,0.35676173976140657,1,9.246033666418294
0.0,0.7880939416037875,-1.6213977787697385,2.0308199314639115,1.8334626194313401,-2.9123788150269525,0.9918779825589339,1,7.7725315108870685
1.0,0.39664083311155285,0.8490364695983991,2.09987596448193,1.7571126621975537,-2.2295172762430955,1.5406398315220367,1,15.884120920541289
1.0,0.8087206910565674,-0.5654870048079441,0.8593349916413393,0.06200409592938423,-1.7554303678920953,1.2805926998473387,1,8.875968695423635
1.0,0.6590605908594223,-0.8873054951482378,-0.013829827649542992,-0.7617066131837259,1.6352659495163069,0.34226566049720225,1,11.163376695724446
0.0,0.5217540665680157,0.9324173050831643,-0.002088055029273117,0.15087595640791981,-0.23623537798903083,0.4405569677095274,1,12.925943224320664
0.0,0.9139376165276045,0.5855806002567406,0.18111209768544317,0.9279867023373215,-1.7595158137204687,2.168221746903575,1,15.14777377399608
0.0,0.39988558475064595,0.8087841592456549,0.3611334040961435,-0.7412363728820052,-1.4435332375652863,0.33617347982053697,2,-2.1735194385933894
1.0,0.6842471368833442,0.4079617745132552,-1.2698238430078799,1.5311208861240166,-0.796899951372012,0.7710175277234879,1,13.69484346849191
0.0,0.6975405504177901,-0.5868783561831171,0.2653875831390763,0.8480711431852996,0.25115381515082047,1.0639864985946925,1,14.240040570138932
1.0,0.9829959648268247,0.8725405095594799,2.136543890360212,1.1660396797513515,-0.7461563957569931,0.29602805779924585,1,14.760648824033488
0.0,0.325428667269529,0.6079595338336519,2.247622841808902,-1.7404254462442643,-0.5312243482221425,1.709642743308717,1,12.225638775436392
1.0,0.3379742886037479,-0.1889825347118102,0.17853138184003192,-0.13730831074394173,-0.21433655351764036,1.4443003070854594,1,12.819550761943795
1.0,0.5284397210049288,-0.5519028223009079,0.7085436076773853,-0.4112983506710054,-0.47824836238066337,-0.3422225068519871,1,6.326694156590234
0.0,0.34678883684524964,-0.2855552296863381,0.26754320846982843,-1.662570626107848,0.9349436231316439,1.265255937785339,1,11.51445009216582
0.0,0.5214849291853885,0.7025515012050907,1.4926364424150735,0.37047354519670184,-1.755143655139705,-0.46953063386955063,1,7.85584849569376
1.0,0.0658902643416508,-1.9395916533365638,2.957704353190364,0.2429583069401151,-0.3299415055863576,0.5106749346002223,1,8.877616404435484
0.0,0.4607063775197896,-1.1889656012145657,2.833396955867788,2.0626091764974497,1.203940287517176,1.0431591961754179,1,19.347146877395637
1.0,0.875584770187957,1.3179769507647416,-0.8417787914217318,-0.631102899380023,-2.7019502458206315,0.2900137092899414,2,-4.61103005513722
1.0,0.8473341300293291,-0.524642651616016,-0.9837888174567493,-0.5625866775641749,-0.9013165504878418,2.8169661045918994,1,12.600458822583025
0.0,0.3802165415016999,-0.2802426935013406,-0.2435185268243537,0.5590823444399355,-0.3980742786155179,0.10999444269793368,1,9.874847124942962
1.0,0.9969893825744043,-0.14998584845730015,0.647107976831513,-1.2685133676342628,1.465485843697635,0.2917928259458956,1,11.49845391481643
0.0,0.29820629281296973,-0.42141021723351335,-0.4156808746881313,-1.3003014703434113,-0.6517902558954268,2.5579148108034184,1,11.438681011498062
0.0,0.7975141605962337,-1.1258825670432149,-0.6226164042745181,-0.6144109674726159,-1.260551044891954,0.6830651644084328,2,-5.155661240692704
1.0,0.6018260935752325,-1.1297034180394945,-0.5270871095952268,-1.1551391117435073,-2.2258048800913857,2.3868080482120027,1,6.080143886073071
0.0,0.3318254778822015,0.34567892475465883,0.6105469711541096,-0.5479742322313493,-1.3198159833400944,1.7438791364332056,1,11.565584395543901
1.0,0.4708662701969365,-1.546066125804245,2.1701758257604578,-0.5190942408944281,-1.3733468012692547,-0.6304199771690437,1,2.0868413116239966
1.0,0.10983446482958514,-0.5380785360715091,0.13628348851611066,1.7642406964776463,0.10436863343978076,-0.5665430574783603,1,11.540452486638777
0.0,0.9522825047392898,-0.11922501860091492,-0.374597200920909,0.8766067984886641,-0.17480532413326544,1.0837556208491386,1,13.951355766166634
1.0,0.6932934507642119,-1.3030534809785854,1.3495709003125684,-1.4900723480392366,-0.6276785525230295,0.37868307000150186,1,4.409922720856209
1.0,0.8405657796565202,1.7608750167797829,0.28138238441645824,2.170577336257634,-2.2046023425103645,1.0374211871218921,1,16.29645104886452
1.0,0.6875857117088943,-0.8284134611154347,-0.08868174232476345,1.1542014064914015,-1.3886963749217969,0.4922728542514886,1,8.84758458239056
0.0,0.31830938470024006,0.5758677472142274,1.4698548079157554,1.1446664540839255,0.6119461878065053,1.0160902248031198,1,18.758898615231466
0.0,0.2676083352786417,1.135078871355258,2.2141690663989686,3.1899587273278094,0.7307731824765014,-0.1388399465654686,1,22.02233677371462
1.0,0.1307852481212295,1.1193924631083128,0.1846019396517466,0.21621131627672024,-1.123743337993232,2.041806388034265,1,15.837714727422098
0.0,0.228998196259819,-0.5828718654982835,1.1826980579848334,1.3149986533521256,-0.7209656106815721,0.8713443131147274,1,13.070872048806784
1.0,0.9269407516073286,0.49200273309546527,1.6724983511822373,-0.07015053344827527,-1.5420558358877092,1.6177476851646615,1,12.699538498773352
1.0,0.9442570439900116,-0.27257604681906966,1.4794722265056608,-0.5478687642636895,-0.12549405562918708,0.5474902420162142,1,10.313894299094923
1.0,0.3174527877278054,0.9362864501526854,-0.29008498492916546,-0.5316988546484536,-1.091384604565477,0.40186244287508693,1,9.180388167169912
0.0,0.9075276154864422,0.0051380319003447444,1.899725398087824,0.3402386264443054,-0.07415313900625109,0.4209345920189268,1,12.845926570752406
1.0,0.9962978717662094,-0.0421664168109218,-0.2909927934845813,0.2696432680641261,0.17922266610275628,-1.0728665319903354,1,7.841910426120093
0.0,0.44906746644688433,0.12004558318159302,1.5755657857743577,0.29149741204893254,-1.1933613020968843,1.737771005068132,1,13.779144252531179
0.0,0.38977766680896875,0.459262842771601,-1.2584655247656718,-0.04969152508449193,0.09209961172682557,-0.07843795614936777,2,0.08207434243112703
1.0,0.0809240456069813,-0.503771248833297,1.2081846250231567,0.5555901726996386,-1.691225747897275,0.9847436058722606,1,9.645157566041227
0.0,0.44677702934566677,0.43665940420609434,2.3189419019746103,-0.10545922689650081,-0.026222404639389185,2.238104406281053,1,18.070393014693682
0.0,0.8940708960762385,1.205045951326127,0.9735790545640947,1.6689701605568525,-1.8251885704954456,1.1503350853987127,1,15.627484701332442
0.0,0.4251967063273596,0.12268142822781061,3.0874065756723468,-0.10546646537924181,0.22402519406404608,0.46475890250777807,1,13.664312853377321
0.0,0.8607889170531421,1.6076162470912667,1.875097204389654,-0.5253410686295372,-1.9654513961571567,1.9125617110837292,1,13.964238371013568
0.0,0.44586913580059984,-2.6267334366682036,0.8408682341399181,0.7631732987460358,-0.9685154321947151,0.27025268197241065,1,5.181871194992546
